nombre,letra
el verdadero amor,"Coro: (El amor se dice cantando, lo demas se lo lleva el viento,

El amor es un sentimiento

que cuando lo das recibes mucho mas del que tu das,

El amor se dice bailando, lo demas es un pensamiento,

El amor no es un sufrimiento

y el que sufra no podra vivir jamas en santa paz)



Juan: El verdadero amor,

Lo que se dice amor,

es cuando una persona respeta a la otra y la hace tan feliz,

Pero donde hay dolor, se vive con temor,

Y es porque no se conocen y existe algun roce y nada es igual,

El verdadero amor, lo que se dice amor,

No se entiende con palabras se entiende con hechos

y hechos son amor

Pero donde hay dolor, se respira un rencor,

Que sufre el cuerpo y el alma y se pierde la calma

y se pierde el valor

El amor se dice cantando, lo demas se lo lleva el viento,

El amor es un sentimiento que cuando lo das recibes

mucho mas del que tu das,

El amor se dice bailando, lo demas es un pensamiento,

El amor no es un sufrimiento

y el que sufra no podra vivir jamas en santa paz"
yo no digo que te amo,"Yo no digo que te amo

Ni tampoco que te extraño

Cuando no estas aqui



Ni te digo que te quiero

Ni te ofrezco el mundo entero

Para que, no se mentir



Para que digo esas cosas

Aunque suenen tan hermosas

Si no he de cumplir



Yo no te ofrezco mi vida

Pues no se si pronto un dia

Me vaya a morir



Mi amor no esta en esas palabras

Esta adentro de mi alma

Y con hechos

Te lo voy a demostrar



Y asi sin repetirte que te quiero

Sin ofrecerte el mundo entero

Te daras cuenta que es verdad



Que es verdad



Yo no digo que te amo

Ni tampoco que te extraño

Cuando no estas aqui"
ahora que me dejas,"No quieres nada mas de mi,

ya te cansaste de mi amor, tu, ahora me dejas,

Despues que todo te lo di,

resulta que hoy dices que ya, no te interesa

Vete y que seas muy feliz, yo no te voy a detener, me das tristeza,

Bien sabes lo que vas a hacer,

pero te pido por favor, que nunca vuelvas

Bien sabes lo que vas a hacer,

pero te pido por favor, que nunca vuelvas



Pronto te vas a arrepentir,

porque otro tonto como yo, no te lo encuentras

Y ahora te voy a decir,

que un dia querras a mi volver, y cuando quieras

Vas a acordarte tu de mi,

y entonces vas a comprender, al que hoy dejas

Sabras que nunca volvere,

que no soy como los demas,  que un dia regresan

Sabras que nunca volvere,

que no soy como los demas,  que un dia regresan
"
ya no le voy a hablar de amores,"Tu me dices que me quieres, y yo quiero ser tu amigo,

Yo se bien, que eres muy joven, para hablarte de mi amor,

Para mi tu eres muy joven, pues yo soy, mayor que tu

Si te digo que me gustas, que te quiero y si te asustas,

mejor no te hablo de amor

Si te digo que me gustas, que te quiero y si te asustas,

mejor no te hablo de amor

Ya no te voy, a hablar de amores, yo solo quiero ser tu amigo,

Ya no te voy, a hablar de amores, yo solo quiero ser tu amigo,

Para mi tu eres muy joven, no debo hablarte de amor



A tus diez y siete años, creen que aman de adeveras,

Pero son, solo ilusiones, ilusiones pasajeras,

Para mi tu eres muy joven, pues yo soy, mayor que tu,

Si te digo que me gustas, que te quiero y si te asustas,

mejor no te hablo de amor

Si te digo que me gustas, que te quiero y si te asustas,

mejor no te hablo de amor

Ya no te voy, a hablar de amores, yo solo quiero ser tu amigo,

Ya no te voy, a hablar de amores, yo solo quiero ser tu amigo,

Para mi tu eres muy joven, no debo hablarte de amor

Para mi tu eres muy joven, no debo hablarte de amor
"
te propongo matrimonio,"Te propongo matrimonio

te propongo que conmigo seas feliz

que vivamos siempre juntos

anda di, que si



casate conmigo vida

realicemos nuestros sueños tu y yo

te propongo matrimonio

anda di, que si



te pido yo, yo, ya, ya

me quiero casar contigo

y llevarte al altar

y nuestra felicidad compartiremos

por siempre, siempre, siempre , siempre

juntos



casate conmigo vida

realicemos nuestros sueños tu y yo

te propongo matrimonio

anda di, que si



te pido yo, yo, ya, ya

me quiero casar contigo

y llevarte al altar

y nuestra felicidad compartiremos

por siempre, siempre, siempre , siempre

juntos



te propongo matrimonio

te propongo matrimonio

anda di, que si



te propongo matrimonio
"
maria de todas las marias,"Maria de todas las marias,

tan bella, que hasta te pareces a la madre de Dios.

Maria de todas las marias, la doña,

dueña del amor.



Quien fuera tus ojos Oh maria

para ver realmente quien es Dios,

pero yo soy nada en ti maria.

Me conformo con esta cancion.



Y cantando esta cancion Maria

llegare hasta donde vive Dios,

dejame llegar a ti Maria, se que

Dios esta en tu corazon.(x2)



Maria
"
mi fracaso,"A delante proseguire mi camino

evitando fracasar con otro amor

olvidando

todo lo sucedido

y perdonando todo sin rencor



No te guardo rencor

eres libre de ti

pero te pido un favor

que no hables bien ni mal de mi

olvidarnos tu yo

sera mucho mejor

facil es para ti

ya que tienes otro amor



El amor

no pudo ser posible

que penetrara en ti

ni mi ansiedad

ya que dices

tener otro cariño

que lo que quieres

todo te lo da



No te guardo rencor

eres libre de ti

pero te pido un favor

que no hables bien ni mal de mi

olvidarnos tu y yo

sera mucho mejor"
no me compares,"Inocente de ti

cuanto daño te habran hecho

se muy bien que es por despecho

que no confias en mi



Inocente de ti

cuantos no te habran mentido

cuantos no te habran herido

pero yo no soy asi



Yo tambien fui lastimado

se muy bien lo que se ciente

yo tambien fui inocente

y me engañaron si piedad



Para serte mas sincero a nadie rencor le guardo

aun con todo y sin embargo

les perdono una vez mas



Por que

todo lo pasado

si no es bueno hay que olvidarlo

se muy bien que no es tan facil

pero que le va uno hacer



Imposible de estar siempre

dandole tanta  importancia

ya veras que a la distancia

todo queda en el ayer"
del altar hasta la tumba,"Con cuanto tiempo no lo se

Pero tengo que lograr

Como conseguir tu amor

Con un beso, una flor, o con una serenata



Yo te voy a enamorar

Voy a ser tu pretendiente

Con un beso, una cancion

Un poema, una oracion, por que de tu amor se trata



Yo te voy a conquistar

Voy hacer que me prefieras

Desde de hoy voy a empezar

Yo no voy a descansar, hasta el dia que tu me quieras



Este amor tiene que ser

De los que no se derrumban

Muy feliz te voy a hacer

Yo te juro que ha de ser, Del Altar hasta la Tumba



Bajo la luna, bajo el sol

No habra quien te quiera tanto

Dios lo sabe y yo lo se

Todo el mundo ha de saber, solo tu no sabes cuanto"
hasta mañana,"hasta mañana

y que en tus sueños

sigas soñando, en mi

dios te bendiga

toda la vida

por hacerme feliz



amame que estoy enamorandome de ti

amame que estoy enamorandome de ti

creo que mis besos te lo van a confirmar

quieren que les digas que nunca los dejaras

por que tu eres amor, mi unico, y mi primer amor

mi unico y mi primer amor



hasta mañana

y que en tus sueños

sigas soñando, en mi

dios te bendiga

toda la vida

por hacerme feliz



amame que estoy enamorandome de ti

amame que estoy enamorandome de ti

creo que mis besos te lo van a confirmar

quieren que les digas que nunca los dejaras

por que tu eres amor, mi unico, y mi primer amor

mi unico y mi primer amor

mi unico y mi primer amor"
en cualquier parte del mundo,"Un amor, busco yo

Y lo tengo que encontrar

En cualquier parte del mundo

Debe estar muy triste

Triste y esperando en algun lugar



Seguire cantando hasta que mi canto

Plegaria de esperanza la pueda escuchar



Un amor, busco yo

Y lo tengo que encontrar

En cualquier parte del mundo

Debe estar muy triste

Triste y esperando en algun lugar



Seguire cantando hasta que mi canto

Se escuche por doquiera en la ciudad

Cantare, gritare fuerte asi asi



En cualquier parte del mundo

Debe estar muy triste

Triste y esperando en algun lugar

Seguro cantando hasta que mi canto

Plegaria de esperanza la pueda escuchar



Un amor, busco yo

Y lo tengo que encontrar.
"
hoy que pienso tanto en ti,"Hoy que pienso tanto en ti,

en todo aquello, en tanto amor

me pongo triste.



Como puede ser posible

que hayas tu cambiado tanto, es muy triste,

cuando menos lo pensaba,

cuando mas feliz estaba

terminamos.



Y hoy que pienso tanto en ti,

en todo aquello, en tanto amor

digo llorando:

que espero que seas muy feliz sin mi,

que cuando veas la luna, no te haga llorar

y todas las canciones que grabe para ti

poco a poco por la radio escucharas.



Cuando menos lo pensaba,

cuando mas feliz estaba, terminamos

y hoy que pienso tanto en ti,

en todo aquello, en tanto amor

digo llorando:

que espero que seas muy feliz sin mi,

que cuando veas la luna, no te haga llorar

y todas las canciones que grabe para ti

poco a poco por la radio escucharas.



Poco a poco por la radio escucharas,

poco a poco por la radio escucharas.
"
amor profundo,"Te amo... Y estoy muy orgulloso de amarte asi

Te amo... Y soy muy feliz contigo

Te amo... Y nada en este mundo lo podra evitar

Te amo...  Cada dia mas



amame, amame amor mio

amame, amame hazme tuyo

amame, amame, amame dame felicidad



Que yo te amo, te amo, amor te amo

Que yo te amo, te amo, amor te amo



Te amo tanto amor que a tu mama

Le di gracias amor por traerte al mundo

Te amo y se que tu tambien a mi

Me amas con el mismo amor profundo



amame, amame amor mio

amame, amame hazme tuyo

amame, amame, amame dame felicidad



Que yo te amo, te amo, amor te amo

Que yo te amo, te amo, amor te amo



Te amo tanto amor que a tu mama

Le di gracias amor por traerte al mundo

Te amo y se que tu tambien a mi

Ay! Me amas con el mismo amor profundo



amame, amame amor mio

amame, amame hazme tuyo

amame, amame, amame dame felicidad
"
tenias que ser tan cruel,"Te vas y yo me quedo triste y solo,

Tenias que ser tan cruel, al despedirte,

Que clase de cariño tu me diste,

Pero que caro estoy pagando por quererte

Te juro, que jamas, habia llorado

Aunque, todo fue triste, entre nosotros

Sabia, que tendrias, un dia que irte

Pero nunca, imagine, que de este modo

Pero que yo te olvide no, es tan facil

Aunque el tiempo, que vivi, fue solo un sueño

Y ahora que te vas, despierto de mi sueño

Para que pague, por soñar, lo que no debo

Pero que caro, pagare, haberte amado

Me dejas, con la deuda, y te vas

Pero que orgullo, no se te hace demasiado

Para que seas tan cruel, para que seas tan cruel

Hasta el final



Pero que caro, pagare, haberte amado

Me dejas, con la deuda, y te vas

Pero que orgullo, no se te hace demasiado

Para que seas tan cruel, para que seas tan cruel

Hasta el final
"
es mi vida,"Es mi vida y muy mi vida

Y no tengo que, yo dar explicaciones

Yo tengo mis razones que a nadie

Le interesara saber



Es mi vida y muy mi vida

Cada quien es quien

Y viva como viva

Pues cada quien su vida

A nadie le hice daño con hacer



Si desde que yo naci

Siempre he vivido feliz

Nunca quise ser igual

Que los demas

Y asi venci



Cada fracaso de ayer

Siempre fue un triunfo total

Las lagrimas que llore

Fueron de felicidad



Es mi vida y muy mi vida

He vivido asi

Naci de una victoria

Que me lleno de gloria

Cuando me dio la vida

Ella empezo mi historia"
se me olvido otra vez (ft. marco antonio solis),"[Juan Gabriel y Marco Antonio Solis]

Probablemente ya

de mi

te has olvidado.

Y mientras tanto yo,

te seguire esperando.



No me he querido ir

para ver si algun dia

que tu quieras volver

me encuentres todavia.



Por eso aun estoy

en el lugar de siempre,

en la misma ciudad,

y con la misma gente,

para que tu al volver

no encuentres nada extraño

y sea como ayer

y nunca mas dejarnos.



Probablemente estoy

pidiendo demasiado.

Se me olvidaba que (se me olvidaba que)

ya habiamos terminado,

que nunca volveras,

que nunca me quisiste.

Se me olvido otra vez

Otra vez se me olvido

Se me volvio a olvidar

que solo yo te quise.
"
lo nuestro fue un sueño,"(Fueron dias y noches muy bonitas,

y en realidad todo lo nuestro fue un sueño,

Un sueño muy bonito, el mas hermoso sueño)



El dia mas feliz de mi vida, fue cuando tu y yo nos conocimos,

Y el dia, mas triste, de mi vida, fue cuando tu y yo, nos despedimos

Lo nuestro fue tan solo un sueño, divino, tan bello,

pero muy triste el despertar

Y yo recuerdo siempre, tus besos, tus ojos tus palabras, tu boca

Pero tambien presiento, que nunca, jamas, volveras

Y a veces por las noches, recuerdo,

cuando saliamos juntos, te acuerdas

Y tantas otras cosas, que ahora, solo me hacen llorar

Si escuchas mi cancion, algun dia, no llores, no llores, no llores

Lo nuestro fue tan solo un sueño,  divino, tan bello,

pero, muy triste el despertar

Y yo recuerdo siempre, tus besos, tus ojos tus palabras, tu boca

Pero tambien presiento, que nunca, jamas, volveras

Y a veces por las noches, recuerdo,

cuando saliamos juntos, te acuerdas

Y tantas otras cosas, que ahora, solo me hacen llorar

Y yo recuerdo siempre, tus besos, tus ojos tus palabras, tu boca

Pero tambien presiento, que nunca, jamas, volveras
"
